Data zaladunku;Miejsce zaladunku;Data operacji;Dostawca;Typ operacji;Nr WZ;Czy magazynowane;Deklaracja/KZR;Volumen;Jednostka miary;Cena zakupu/produkcji;Wartosc;Cena sprzedazy;Produkt;Rodzaj zrebki;Rabanie (kto);Koszt rabania;Przewoznik;Nr rejestracyjny;Odleglosc km;Stawka zl/km;Koszt transportu;Odbiorca;Miejsce pochodzenia;Uwagi;Utworzyl;Data dodania wpisu;ID operacji;ID powiazania;Status
2026-07-16;;2026-07-16;Lander Agro;ZAKUP;PZ/8/D;TAK;KZR;32.06;M3;230.0;7373.8;0.0;Drewno opałowe z lasu;;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;Waga: 23,300t;Roesner Mateusz;2026-07-16 13:14:29;OP-MIGR-00080;;AKTYWNY
2026-07-16;Magazyn Pyskowice;2026-07-16;Magazyn Pyskowice;MM;MM-34;TAK;;71.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Wiór);SK 7H433;40.0;6.0;240.0;Magazyn Zabrze;Magazyn Pyskowice;;Roesner Mateusz;2026-07-17 08:54:22;OP-MIGR-00076;;AKTYWNY
2026-07-16;Magazyn Pyskowice;2026-07-16;Magazyn Pyskowice;MM;MM-35;TAK;;88.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;Nowatrans;ST 9995P;40.0;15.0;600.0;Magazyn Zabrze;Magazyn Pyskowice;;Roesner Mateusz;2026-07-17 08:59:09;OP-MIGR-00077;;AKTYWNY
2026-07-16;;2026-07-16;Lander Agro;ZAKUP;PZ/9/D;TAK;KZR;27.06;M3;230.0;6223.8;0.0;Drewno opałowe z lasu;;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;Waga: 24,120t;Roesner Mateusz;2026-07-21 10:11:26;OP-MIGR-00081;;AKTYWNY
2026-07-16;Gdańsk;2026-07-16;Port Północny Gdańsk;ZAKUP;PZ/1/ŁN;TAK;KZR;1055.0;TON;0.0;0.0;0.0;Łupiny nerkowca;;;0.0;DB Cargo;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-07-28 07:15:12;OP-MIGR-00082;;AKTYWNY
2026-07-17;Magazyn Pyskowice;2026-07-17;Magazyn Pyskowice;MM;MM-36;TAK;;80.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Wilczak);SK 7J884;40.0;5.0;200.0;Magazyn Zabrze;Magazyn Pyskowice;;Roesner Mateusz;2026-07-17 09:03:55;OP-MIGR-00083;;AKTYWNY
2026-07-17;Magazyn Pyskowice;2026-07-17;Magazyn Pyskowice;MM;MM-37;TAK;;84.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Chrzan);SK 7J885;40.0;5.0;200.0;Magazyn Zabrze;Magazyn Pyskowice;;Roesner Mateusz;2026-07-17 09:05:31;OP-MIGR-00084;;AKTYWNY
2026-07-17;Magazyn Pyskowice;2026-07-17;Magazyn Pyskowice;MM;MM-38;TAK;;62.19;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Wiór);SK 7H433;40.0;6.0;240.0;Magazyn Zabrze;Magazyn Pyskowice;;Roesner Mateusz;2026-07-17 09:06:49;OP-MIGR-00085;;AKTYWNY
2026-07-17;Magazyn Pyskowice;2026-07-17;Magazyn Pyskowice;MM;MM-39;TAK;;85.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;Nowatrans;SZ 2503U;40.0;15.0;600.0;Magazyn Zabrze;Magazyn Pyskowice;;Roesner Mateusz;2026-07-17 09:14:00;OP-MIGR-00086;;AKTYWNY
2026-07-17;Magazyn Pyskowice;2026-07-17;Magazyn Pyskowice;MM;MM-40;TAK;;87.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;Nowatrans;SZ 2503U;40.0;15.0;600.0;Magazyn Zabrze;Magazyn Pyskowice;;Roesner Mateusz;2026-07-17 10:51:56;OP-MIGR-00087;;AKTYWNY
2026-07-17;Magazyn Pyskowice;2026-07-17;Magazyn Pyskowice;MM;MM-41;TAK;;86.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;Nowatrans;SZ 2503U;40.0;15.0;600.0;Magazyn Zabrze;Magazyn Pyskowice;;Roesner Mateusz;2026-07-21 09:51:32;OP-MIGR-00088;;AKTYWNY
2026-07-17;Magazyn Pyskowice;2026-07-17;Magazyn Pyskowice;MM;MM-42;TAK;;65.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Wiór);SK 7H433;40.0;6.0;240.0;Magazyn Zabrze;Magazyn Pyskowice;;Roesner Mateusz;2026-07-21 10:03:51;OP-MIGR-00089;;AKTYWNY
2026-07-17;;2026-07-17;Lander Agro;ZAKUP;PZ/10/D;TAK;KZR;30.0;M3;230.0;6900.0;0.0;Drewno opałowe z lasu;;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;Waga: 24,740t;Roesner Mateusz;2026-07-21 10:08:09;OP-MIGR-00090;;AKTYWNY
2026-07-17;;2026-07-17;Lander Agro;ZAKUP;PZ/11/D;TAK;KZR;29.9;M3;230.0;6877.0;0.0;Drewno opałowe z lasu;;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;Waga b/d;Roesner Mateusz;2026-07-22 11:34:19;OP-MIGR-00091;;AKTYWNY
2026-07-20;;2026-07-20;Lander Agro;ZAKUP;PZ/12/D;TAK;KZR;28.57;M3;230.0;6571.1;0.0;Drewno opałowe z lasu;;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;Waga 22,380t;Roesner Mateusz;2026-07-21 09:33:22;OP-MIGR-00092;;AKTYWNY
2026-07-20;;2026-07-20;Lander Agro;ZAKUP;PZ/13/D;TAK;KZR;28.86;M3;230.0;6637.8;0.0;Drewno opałowe z lasu;;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;Waga 22,360t;Roesner Mateusz;2026-07-21 09:39:22;OP-MIGR-00093;;AKTYWNY
2026-07-20;;2026-07-20;Drewnex;ZAKUP;PZ/17;TAK;KZR;30.5;TON;265.0;8082.5;0.0;Zrębka towar;B;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;90 MP / Tartaczna;Roesner Mateusz;2026-07-21 09:43:16;OP-MIGR-00094;;AKTYWNY
2026-07-20;;2026-07-20;Marcin Jamrozik;ZAKUP;PZ/18, PZ/19;NIE;KZR;178.0;MP;50.0;9000.0;0.0;Drewno przemysłowe z wycinek inwest.;B;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-07-21 10:55:42;OP-MIGR-00095;;AKTYWNY
2026-07-20;;2026-07-20;Magazyn Zabrze;PRODUKCJA;PZ/18;TAK;KZR;89.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Inwestycyjna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-07-21 11:00:12;OP-MIGR-00096;;AKTYWNY
2026-07-20;;2026-07-20;Magazyn Zabrze;ZUŻYCIE;PZ/18;TAK;KZR;89.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Inwestycyjna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;Automatyczne zużycie surowca do produkcji;;2026-07-21 11:00:13;OP-MIGR-00097;;AKTYWNY
2026-07-20;Koniecpol;2026-07-20;Magazyn Zabrze;ZAKUP;PZ/18;TAK;KZR;89.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Inwestycyjna;B;;0.0;własny (Wilczak);SK 7J884;120.0;5.0;600.0;Magazyn Zabrze;;;Roesner Mateusz;2026-07-21 17:31:32;OP-MIGR-00098;;AKTYWNY
2026-07-20;;2026-07-20;Magazyn Zabrze;PRODUKCJA;PZ/19;TAK;KZR;89.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Inwestycyjna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-07-21 22:26:48;OP-MIGR-00099;;AKTYWNY
2026-07-20;;2026-07-20;Magazyn Zabrze;ZUŻYCIE;PZ/19;TAK;KZR;89.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Inwestycyjna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;Automatyczne zużycie surowca do produkcji;;2026-07-21 22:26:48;OP-MIGR-00100;;AKTYWNY
2026-07-20;Koniecpol;2026-07-20;Magazyn Zabrze;ZAKUP;PZ/19;TAK;KZR;89.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Inwestycyjna;B;;0.0;własny (Kretek);SK 7J885;120.0;5.0;600.0;Magazyn Zabrze;;;Roesner Mateusz;2026-07-21 22:29:03;OP-MIGR-00101;;AKTYWNY
2026-07-21;Magazyn Pyskowice;2026-07-21;Magazyn Pyskowice;MM;MM-43;TAK;;89.98;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;Nowatrans;WND 3546F;40.0;15.0;600.0;Magazyn Zabrze;Magazyn Pyskowice;;Roesner Mateusz;2026-07-21 09:27:49;OP-MIGR-00102;;AKTYWNY
2026-07-21;Magazyn Pyskowice;2026-07-21;Magazyn Pyskowice;MM;MM-44;TAK;;55.44;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Wiór);SK 7H433;40.0;6.0;240.0;Magazyn Zabrze;Magazyn Pyskowice;;Roesner Mateusz;2026-07-21 09:28:42;OP-MIGR-00103;;AKTYWNY
2026-07-21;Magazyn Pyskowice;2026-07-21;Magazyn Pyskowice;MM;MM-45;TAK;;86.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;Nowatrans;WND 3546F;40.0;15.0;600.0;Magazyn Zabrze;Magazyn Pyskowice;;Roesner Mateusz;2026-07-21 11:43:07;OP-MIGR-00104;;AKTYWNY
2026-07-21;Magazyn Pyskowice;2026-07-21;Magazyn Pyskowice;MM;MM-46;TAK;;58.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Wiór);SK 7H433;40.0;6.0;240.0;Magazyn Zabrze;Magazyn Pyskowice;;Roesner Mateusz;2026-07-21 12:32:11;OP-MIGR-00105;;AKTYWNY
2026-07-21;;2026-07-21;Drewnex;ZAKUP;PZ/20;TAK;KZR;27.42;TON;265.0;7266.3;0.0;Zrębka towar;B;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;Tartaczna;Roesner Mateusz;2026-07-21 12:38:55;OP-MIGR-00106;;AKTYWNY
2026-07-21;;2026-07-21;Fioskip Adam Skipioł;ZAKUP;PZ/21;TAK;KZR;80.0;MP;40.0;3200.0;0.0;Drewno przemysłowe z wycinek inwest.;B;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-07-21 22:38:28;OP-MIGR-00107;;AKTYWNY
2026-07-21;;2026-07-21;Magazyn Zabrze;PRODUKCJA;PZ/21;TAK;KZR;80.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Inwestycyjna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-07-21 22:40:15;OP-MIGR-00108;;AKTYWNY
2026-07-21;;2026-07-21;Magazyn Zabrze;ZUŻYCIE;PZ/21;TAK;KZR;80.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Inwestycyjna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;Automatyczne zużycie surowca do produkcji;;2026-07-21 22:40:15;OP-MIGR-00109;;AKTYWNY
2026-07-21;Pszczyna;2026-07-21;Magazyn Zabrze;ZAKUP;PZ/21;TAK;KZR;80.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Inwestycyjna;B;;0.0;własny (Kretek);SK 7J885;140.0;5.0;700.0;Magazyn Zabrze;;;Roesner Mateusz;2026-07-21 22:43:41;OP-MIGR-00110;;AKTYWNY
2026-07-21;Gdańsk;2026-07-21;Port Północny Gdańsk;ZAKUP;PZ/2/ŁN;TAK;KZR;1095.5;TON;0.0;0.0;0.0;Łupiny nerkowca;;;0.0;DB Cargo;;0.0;0.0;0.0;Magazyn Zabrze;;42 Wagony;Roesner Mateusz;2026-07-28 07:17:58;OP-MIGR-00111;;AKTYWNY
2026-07-21;;2026-07-21;Fioskip Adam Skipioł;ZAKUP;PZ/22;TAK;KZR;80.0;MP;40.0;3200.0;0.0;Drewno przemysłowe z wycinek inwest.;B;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-07-30 14:44:25;OP-MIGR-00112;;AKTYWNY
2026-07-21;;2026-07-21;Magazyn Zabrze;PRODUKCJA;PZ/22;TAK;KZR;80.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Inwestycyjna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-07-30 14:49:27;OP-MIGR-00113;;AKTYWNY
2026-07-21;;2026-07-21;Magazyn Zabrze;ZUŻYCIE;PZ/22;TAK;KZR;80.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Inwestycyjna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;Automatyczne zużycie surowca do produkcji;;2026-07-30 14:49:27;OP-MIGR-00114;;AKTYWNY
2026-07-21;Pszczyna;2026-07-21;Magazyn Zabrze;ZAKUP;PZ/22;TAK;KZR;80.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Inwestycyjna;B;;0.0;własny (Kretek);SK 7J885;140.0;5.0;700.0;Magazyn Zabrze;;;Roesner Mateusz;2026-07-30 14:54:48;OP-MIGR-00115;;AKTYWNY
2026-07-21;;2026-07-21;Fioskip Adam Skipioł;ZAKUP;PZ/23;TAK;KZR;80.0;MP;40.0;3200.0;0.0;Drewno przemysłowe z wycinek inwest.;B;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-07-30 14:56:29;OP-MIGR-00116;;AKTYWNY
2026-07-21;;2026-07-21;Magazyn Zabrze;PRODUKCJA;PZ/23;TAK;KZR;80.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Inwestycyjna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-07-30 14:57:06;OP-MIGR-00117;;AKTYWNY
2026-07-21;;2026-07-21;Magazyn Zabrze;ZUŻYCIE;PZ/23;TAK;KZR;80.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Inwestycyjna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;Automatyczne zużycie surowca do produkcji;;2026-07-30 14:57:06;OP-MIGR-00118;;AKTYWNY
2026-07-21;Pszczyna;2026-07-21;Magazyn Zabrze;ZAKUP;PZ/23;TAK;KZR;80.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Inwestycyjna;;;0.0;własny (Wilczak);SK 7J884;140.0;5.0;700.0;Magazyn Zabrze;;;Roesner Mateusz;2026-07-30 14:58:53;OP-MIGR-00119;;AKTYWNY
2026-07-22;Magazyn Pyskowice;2026-07-22;Magazyn Pyskowice;MM;MM-47;TAK;;69.72;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Wiór);SK 7H433;40.0;6.0;240.0;Magazyn Zabrze;Magazyn Pyskowice;;Roesner Mateusz;2026-07-22 10:55:03;OP-MIGR-00120;;AKTYWNY
2026-07-22;Magazyn Pyskowice;2026-07-22;Magazyn Pyskowice;MM;MM-48;TAK;;88.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;Nowatrans;WND 3546F;40.0;15.0;600.0;Magazyn Zabrze;Magazyn Pyskowice;;Roesner Mateusz;2026-07-22 10:56:19;OP-MIGR-00121;;AKTYWNY
2026-07-22;;2026-07-22;Lander Agro;ZAKUP;PZ/14/D;TAK;KZR;29.02;M3;230.0;6674.6;0.0;Drewno opałowe z lasu;;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;Waga 23,560t;Roesner Mateusz;2026-07-22 11:00:25;OP-MIGR-00122;;AKTYWNY
2026-07-22;;2026-07-22;Lander Agro;ZAKUP;PZ/15/D;TAK;KZR;29.03;M3;230.0;6676.9;0.0;Drewno opałowe z lasu;;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;Waga b/d;Roesner Mateusz;2026-07-22 11:07:44;OP-MIGR-00123;;AKTYWNY
2026-07-22;;2026-07-22;NDL Chrzanów, Leśnictwo Szczakowa;ZAKUP;PZ/24  11/202624975/6098;NIE;Deklaracja;20.03;M3;141.0;2824.23;0.0;Drewno opałowe z lasu;B;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-07-22 11:43:36;OP-MIGR-00124;;AKTYWNY
2026-07-22;;2026-07-22;NDL Chrzanów, Leśnictwo Szczakowa;PRODUKCJA;PZ/24;NIE;Deklaracja;80.12;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-07-22 11:48:00;OP-MIGR-00125;;AKTYWNY
2026-07-22;;2026-07-22;NDL Chrzanów, Leśnictwo Szczakowa;ZUŻYCIE;PZ/24;NIE;Deklaracja;80.12;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;Automatyczne zużycie surowca do produkcji;;2026-07-22 11:48:00;OP-MIGR-00126;;AKTYWNY
2026-07-22;Jaworzno;2026-07-22;Magazyn Zabrze;ZAKUP;PZ/24;TAK;Deklaracja;80.12;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Wilczak);SK 7J884;122.0;5.0;610.0;Magazyn Zabrze;;;Roesner Mateusz;2026-07-22 11:50:48;OP-MIGR-00127;;AKTYWNY
2026-07-22;;2026-07-22;Lander Agro;ZAKUP;PZ/16/D;TAK;KZR;15.56;M3;230.0;3578.8;0.0;Drewno opałowe z lasu;;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;Waga b/d;Roesner Mateusz;2026-07-22 11:52:35;OP-MIGR-00128;;AKTYWNY
2026-07-22;Magazyn Pyskowice;2026-07-22;Magazyn Pyskowice;MM;MM-49;TAK;;88.67;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;Nowatrans;WND 3546F;40.0;15.0;600.0;Magazyn Zabrze;Magazyn Pyskowice;;Roesner Mateusz;2026-07-22 12:56:10;OP-MIGR-00129;;AKTYWNY
2026-07-22;Magazyn Pyskowice;2026-07-22;Magazyn Pyskowice;MM;MM-50;TAK;;70.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Wiór);SK 7H433;40.0;6.0;240.0;Magazyn Zabrze;Magazyn Pyskowice;;Roesner Mateusz;2026-07-22 13:30:09;OP-MIGR-00130;;AKTYWNY
2026-07-22;;2026-07-22;NDL Chrzanów, Leśnictwo Szczakowa;ZAKUP;PZ/25  11/202624975/6100;NIE;Deklaracja;20.03;M3;141.0;2824.23;0.0;Drewno opałowe z lasu;B;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-07-22 13:35:29;OP-MIGR-00131;;AKTYWNY
2026-07-22;;2026-07-22;NDL Chrzanów, Leśnictwo Szczakowa;PRODUKCJA;PZ/25;NIE;Deklaracja;80.12;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-07-22 13:36:48;OP-MIGR-00132;;AKTYWNY
2026-07-22;;2026-07-22;NDL Chrzanów, Leśnictwo Szczakowa;ZUŻYCIE;PZ/25;NIE;Deklaracja;80.12;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;Automatyczne zużycie surowca do produkcji;;2026-07-22 13:36:48;OP-MIGR-00133;;AKTYWNY
2026-07-22;Jaworzno;2026-07-22;Magazyn Zabrze;ZAKUP;PZ/25;TAK;Deklaracja;80.12;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Kretek);SK 7J885;122.0;5.0;610.0;Magazyn Zabrze;;;Roesner Mateusz;2026-07-22 13:38:18;OP-MIGR-00134;;AKTYWNY
2026-07-22;;2026-07-22;NDL Chrzanów, Leśnictwo Szczakowa;ZAKUP;PZ/26  11/202624975/6101;NIE;Deklaracja;20.03;M3;141.0;2824.23;0.0;Drewno opałowe z lasu;;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-07-23 08:24:01;OP-MIGR-00135;;AKTYWNY
2026-07-22;;2026-07-22;NDL Chrzanów, Leśnictwo Szczakowa;PRODUKCJA;PZ/26;NIE;Deklaracja;80.12;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-07-23 08:25:21;OP-MIGR-00136;;AKTYWNY
2026-07-22;;2026-07-22;NDL Chrzanów, Leśnictwo Szczakowa;ZUŻYCIE;PZ/26;NIE;Deklaracja;80.12;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;Automatyczne zużycie surowca do produkcji;;2026-07-23 08:25:22;OP-MIGR-00137;;AKTYWNY
2026-07-22;Jaworzno;2026-07-22;Magazyn Zabrze;ZAKUP;PZ/26;TAK;Deklaracja;80.12;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Wilczak);SK 7J884;122.0;5.0;610.0;Magazyn Zabrze;;;Roesner Mateusz;2026-07-23 08:27:03;OP-MIGR-00138;;AKTYWNY
2026-07-22;;2026-07-22;NDL Chrzanów, Leśnictwo Szczakowa;ZAKUP;PZ/27  11/202624975/6103;NIE;Deklaracja;20.03;M3;141.0;2824.23;0.0;Drewno opałowe z lasu;;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-07-23 08:28:44;OP-MIGR-00139;;AKTYWNY
2026-07-22;;2026-07-22;NDL Chrzanów, Leśnictwo Szczakowa;PRODUKCJA;PZ/27;NIE;Deklaracja;80.12;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-07-23 08:30:17;OP-MIGR-00140;;AKTYWNY
2026-07-22;;2026-07-22;NDL Chrzanów, Leśnictwo Szczakowa;ZUŻYCIE;PZ/27;NIE;Deklaracja;80.12;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;Automatyczne zużycie surowca do produkcji;;2026-07-23 08:30:17;OP-MIGR-00141;;AKTYWNY
2026-07-22;Jaworzno;2026-07-22;Magazyn Zabrze;ZAKUP;PZ/27;TAK;Deklaracja;80.12;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Kretek);SK 7J885;610.0;0.2;122.0;Magazyn Zabrze;;;Roesner Mateusz;2026-07-23 08:31:36;OP-MIGR-00142;;AKTYWNY
2026-07-22;;2026-07-22;NDL Chrzanów, Leśnictwo Szczakowa;ZAKUP;PZ/28  11/202624975/6099;NIE;Deklaracja;20.03;M3;141.0;2824.23;0.0;Drewno opałowe z lasu;;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-07-23 08:39:05;OP-MIGR-00143;;AKTYWNY
2026-07-22;;2026-07-22;NDL Chrzanów, Leśnictwo Szczakowa;PRODUKCJA;PZ/28;NIE;Deklaracja;80.12;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-07-23 08:40:07;OP-MIGR-00144;;AKTYWNY
2026-07-22;;2026-07-22;NDL Chrzanów, Leśnictwo Szczakowa;ZUŻYCIE;PZ/28;NIE;Deklaracja;80.12;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;Automatyczne zużycie surowca do produkcji;;2026-07-23 08:40:07;OP-MIGR-00145;;AKTYWNY
2026-07-22;Jaworzno;2026-07-22;Magazyn Zabrze;ZAKUP;PZ/28;TAK;Deklaracja;80.12;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;Nowatrans;ST 9995P;122.0;6.56;800.0;Magazyn Zabrze;;;Roesner Mateusz;2026-07-23 08:42:11;OP-MIGR-00146;;AKTYWNY
2026-07-22;;2026-07-22;NDL Chrzanów, Leśnictwo Szczakowa;ZAKUP;PZ/29  11/202624975/6102;NIE;Deklaracja;20.03;M3;141.0;2824.23;0.0;Drewno opałowe z lasu;;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-07-23 08:43:20;OP-MIGR-00147;;AKTYWNY
2026-07-22;;2026-07-22;NDL Chrzanów, Leśnictwo Szczakowa;PRODUKCJA;PZ/29;NIE;Deklaracja;80.12;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-07-23 08:44:25;OP-MIGR-00148;;AKTYWNY
2026-07-22;;2026-07-22;NDL Chrzanów, Leśnictwo Szczakowa;ZUŻYCIE;PZ/29;NIE;Deklaracja;80.12;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;Automatyczne zużycie surowca do produkcji;;2026-07-23 08:44:25;OP-MIGR-00149;;AKTYWNY
2026-07-22;Jaworzno;2026-07-22;Magazyn Zabrze;ZAKUP;PZ/29;TAK;Deklaracja;80.12;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;Nowatrans;ST 9995P;122.0;6.56;800.0;Magazyn Zabrze;;;Roesner Mateusz;2026-07-23 08:45:36;OP-MIGR-00150;;AKTYWNY
2026-07-22;;2026-07-22;Lander Agro;ZAKUP;PZ/17/D;TAK;KZR;15.56;M3;230.0;3578.8;0.0;Drewno opałowe z lasu;;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;Waga b/d;Roesner Mateusz;2026-07-23 08:54:58;OP-MIGR-00151;;AKTYWNY
2026-07-23;;2026-07-23;Lander Agro;ZAKUP;PZ/18/D;TAK;KZR;15.3;M3;230.0;3519.0;0.0;Drewno opałowe z lasu;;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;Waga b/d;Roesner Mateusz;2026-07-26 20:09:30;OP-MIGR-00152;;AKTYWNY
2026-07-23;;2026-07-23;Lander Agro;ZAKUP;PZ/19/D;TAK;KZR;15.08;M3;230.0;3468.4;0.0;Drewno opałowe z lasu;;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;Waga b/d;Roesner Mateusz;2026-07-26 20:10:35;OP-MIGR-00153;;AKTYWNY
2026-07-23;;2026-07-23;Lander Agro;ZAKUP;PZ/20/D;TAK;KZR;28.99;M3;230.0;6667.7;0.0;Drewno opałowe z lasu;;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;Waga b/d;Roesner Mateusz;2026-07-26 20:11:42;OP-MIGR-00154;;AKTYWNY
